Subject,Trial,Block,Block_type,Foil_contrast,Target_contrast,Target_to_foil_contrast,Max_illuminance,Angle,Fixation_time,Placeholder_time,Prime_time,Target_time,Mask_time,Feedback_time,Prime_duration,Prime_rotation,Prime_type,Target_rotation,Correct_answer,Choice_rotation,Choice_display,RT,Choice,Accuracy,Choice_label,Prime_rotation_label,Target_rotation_label,Choice_rotation_label,Prime_type_label,Correct_answer_label,Onscreen_choices_labels,Block_type_label,Experiment
4,1,1,-2,5.000000e-02,2.500000e-01,5,76,55,2.072039e-02,3.999752e-01,9.994331e-02,2.831026e-01,7.546274e-06,4.000000e-01,100,2,1,0,0,2,3,2.021509e+00,1,0,Right,Vertical,Left,Vertical,Neither,Left,None,Guided practice,C
4,1,1,-2,5.000000e-02,2.500000e-01,5,76,35,1.670255e-02,4.000525e-01,9.998104e-02,2.833345e-01,7.848023e-06,4.000000e-01,100,2,1,0,0,2,3,8.574758e-01,0,1,Left,Vertical,Left,Vertical,Neither,Left,None,Guided practice,C
4,1,1,-2,5.000000e-02,2.500000e-01,5,76,50,1.836208e-02,4.000609e-01,9.998557e-02,2.833969e-01,7.546041e-06,4.000000e-01,100,2,1,1,1,2,3,6.087698e-01,1,1,Right,Vertical,Right,Vertical,Neither,Right,None,Guided practice,C
4,1,1,-2,5.000000e-02,2.500000e-01,5,76,35,1.833341e-02,4.000727e-01,1.000145e-01,2.833532e-01,7.244293e-06,4.000000e-01,100,2,1,1,1,2,3,3.753975e-01,0,0,Left,Vertical,Right,Vertical,Neither,Right,None,Guided practice,C
4,1,1,-2,5.000000e-02,2.500000e-01,5,76,45,1.880700e-02,4.000712e-01,1.000127e-01,2.833269e-01,7.546041e-06,4.000000e-01,100,2,1,1,1,2,3,5.171260e-01,1,1,Right,Vertical,Right,Vertical,Neither,Right,None,Guided practice,C
4,1,2,-1,5.000000e-02,2.500000e-01,5,76,50,3.164917e-01,3.000150e-01,9.998074e-02,8.339199e-02,7.244293e-06,4.000000e-01,100,2,1,0,0,2,3,6.501035e-01,0,1,Left,Vertical,Left,Vertical,Neither,Left,None,Exclusion practice,C
4,1,2,-1,5.000000e-02,2.500000e-01,5,76,40,3.185274e-01,3.000675e-01,1.000127e-01,8.332498e-02,7.244293e-06,4.000000e-01,100,2,1,1,1,2,3,3.754525e-01,1,1,Right,Vertical,Right,Vertical,Neither,Right,None,Exclusion practice,C
4,1,2,-1,5.000000e-02,2.500000e-01,5,76,55,3.106972e-01,3.000273e-01,1.000248e-01,8.331442e-02,7.244293e-06,4.000000e-01,100,2,1,0,0,2,3,4.170901e-01,0,1,Left,Vertical,Left,Vertical,Neither,Left,None,Exclusion practice,C
4,1,2,-1,5.000000e-02,2.500000e-01,5,76,40,3.189276e-01,3.000373e-01,1.000109e-01,8.333736e-02,7.848023e-06,4.000000e-01,100,2,1,1,1,2,3,2.670735e-01,1,1,Right,Vertical,Right,Vertical,Neither,Right,None,Exclusion practice,C
4,1,2,-1,5.000000e-02,2.500000e-01,5,76,40,3.108303e-01,2.999836e-01,1.000402e-01,8.331412e-02,7.546274e-06,4.000000e-01,100,2,1,1,1,2,3,3.921429e-01,1,1,Right,Vertical,Right,Vertical,Neither,Right,None,Exclusion practice,C
4,1,2,-1,5.000000e-02,2.500000e-01,5,76,40,3.107682e-01,3.000002e-01,1.000438e-01,8.333706e-02,6.942544e-06,4.000000e-01,100,2,1,1,1,2,3,3.671448e-01,1,1,Right,Vertical,Right,Vertical,Neither,Right,None,Exclusion practice,C
4,1,2,-1,5.000000e-02,2.500000e-01,5,76,40,3.189312e-01,3.000246e-01,1.000121e-01,8.333223e-02,7.244293e-06,4.000000e-01,100,2,1,0,0,2,3,3.004050e-01,0,1,Left,Vertical,Left,Vertical,Neither,Left,None,Exclusion practice,C
4,1,2,-1,5.000000e-02,2.500000e-01,5,76,40,3.107730e-01,3.000077e-01,9.999282e-02,8.334128e-02,7.848023e-06,4.000000e-01,100,2,1,0,0,2,3,4.338104e-01,0,1,Left,Vertical,Left,Vertical,Neither,Left,None,Exclusion practice,C
4,1,2,-1,5.000000e-02,2.500000e-01,5,76,35,3.106873e-01,2.999941e-01,1.000417e-01,8.334671e-02,7.546041e-06,4.000000e-01,100,2,1,1,1,2,3,2.754231e-01,1,1,Right,Vertical,Right,Vertical,Neither,Right,None,Exclusion practice,C
4,1,2,-1,5.000000e-02,2.500000e-01,5,76,55,3.109360e-01,2.999314e-01,1.000550e-01,8.333011e-02,7.244060e-06,4.000000e-01,100,2,1,0,0,2,3,3.170855e-01,1,0,Right,Vertical,Left,Vertical,Neither,Left,None,Exclusion practice,C
