Subject,RT,Choice,Accuracy,Target,Prime,PrimeDuration,Contrast,Block,Angle,FixTime,PrimeTime,TargetTime,MaskTime,BlockType
32,4.995767e+00,2,0,0,1,150,1,0,45,1.156908e+00,1.309661e+00,1.406839e+00,1.504073e+00,0
32,2.033354e+00,1,1,1,0,150,1,0,50,1.155820e+00,1.308585e+00,1.405789e+00,1.502995e+00,0
32,2.618197e+00,0,1,0,1,150,1,0,50,1.150557e+00,1.303316e+00,1.400520e+00,1.497736e+00,0
32,4.747566e+00,1,0,0,0,150,1,0,45,1.150798e+00,1.303532e+00,1.400772e+00,1.497937e+00,0
32,6.078846e-01,0,1,0,0,150,1,0,55,1.150719e+00,1.303475e+00,1.400680e+00,1.497887e+00,0
32,1.678792e+00,0,0,1,0,150,1,0,55,1.150708e+00,1.303441e+00,1.400680e+00,1.497877e+00,0
32,3.488801e+00,1,1,1,1,150,1,0,40,1.150762e+00,1.303510e+00,1.400799e+00,1.497955e+00,0
32,1.005912e+00,0,0,1,0,150,1,0,55,1.150467e+00,1.303222e+00,1.400480e+00,1.497694e+00,0
32,2.177367e+00,1,1,1,1,150,1,0,45,1.150688e+00,1.303444e+00,1.400678e+00,1.497889e+00,0
32,4.030627e+00,1,0,0,1,150,1,0,55,1.150792e+00,1.303571e+00,1.400768e+00,1.497986e+00,0
32,4.526072e+00,0,0,1,0,150,1,0,45,1.150750e+00,1.303526e+00,1.400722e+00,1.497936e+00,0
32,1.353924e+00,1,0,0,0,150,1,0,45,1.150807e+00,1.303571e+00,1.400783e+00,1.497999e+00,0
32,6.508356e-01,1,0,0,1,150,1,0,55,1.150730e+00,1.303479e+00,1.400726e+00,1.497925e+00,0
32,1.285124e-01,0,0,1,0,150,1,0,50,1.150750e+00,1.303504e+00,1.400766e+00,1.497982e+00,0
32,4.254549e+00,1,1,1,0,150,1,0,55,1.150668e+00,1.303420e+00,1.400653e+00,1.497839e+00,0
32,4.995047e+00,2,0,0,1,150,1,0,50,1.150787e+00,1.303541e+00,1.400759e+00,1.497977e+00,0
32,5.379926e-01,1,0,0,1,150,3.981072e-01,0,55,1.150791e+00,1.303533e+00,1.400723e+00,1.497940e+00,0
32,1.470783e+00,0,1,0,0,150,3.981072e-01,0,55,1.150833e+00,1.303567e+00,1.400795e+00,1.498011e+00,0
32,4.336509e+00,1,0,0,1,150,3.981072e-01,0,40,1.150688e+00,1.303442e+00,1.400647e+00,1.497880e+00,0
32,3.710376e+00,0,0,1,1,150,3.981072e-01,0,40,1.151058e+00,1.303425e+00,1.400645e+00,1.497861e+00,0
32,1.293453e+00,1,0,0,0,150,3.981072e-01,0,35,1.150665e+00,1.303403e+00,1.400637e+00,1.497847e+00,0
32,8.289981e-01,0,1,0,0,150,3.981072e-01,0,35,1.150733e+00,1.303504e+00,1.400721e+00,1.497935e+00,0
32,2.317910e+00,0,1,0,0,150,3.981072e-01,0,45,1.150775e+00,1.303492e+00,1.400738e+00,1.497933e+00,0
32,4.995519e+00,2,0,1,0,150,3.981072e-01,0,50,1.150758e+00,1.303517e+00,1.400783e+00,1.497999e+00,0
32,8.270768e-01,1,1,1,0,150,3.981072e-01,0,50,1.150767e+00,1.303519e+00,1.400747e+00,1.497963e+00,0
32,1.771850e+00,1,1,1,0,150,3.981072e-01,0,40,1.150706e+00,1.303463e+00,1.400689e+00,1.497908e+00,0
32,2.284232e+00,0,0,1,1,150,3.981072e-01,0,40,1.150753e+00,1.303480e+00,1.400723e+00,1.497958e+00,0
32,1.242799e+00,1,1,1,1,150,3.981072e-01,0,50,1.150784e+00,1.303478e+00,1.400737e+00,1.497952e+00,0
32,3.243251e+00,0,0,1,0,150,3.981072e-01,0,35,1.150760e+00,1.303500e+00,1.400763e+00,1.497977e+00,0
32,7.950146e-01,0,1,0,0,150,3.981072e-01,0,45,1.150763e+00,1.303497e+00,1.400727e+00,1.497933e+00,0
32,8.306076e-01,1,0,0,0,150,3.981072e-01,0,40,1.150703e+00,1.303498e+00,1.400716e+00,1.497919e+00,0
32,2.015440e+00,1,0,0,1,150,3.981072e-01,0,35,1.150741e+00,1.303509e+00,1.400716e+00,1.497935e+00,0
32,1.309268e+00,0,1,0,0,150,1.584893e-01,0,45,1.150677e+00,1.303434e+00,1.400660e+00,1.497874e+00,0
32,1.278508e+00,0,0,1,0,150,1.584893e-01,0,50,1.150853e+00,1.303610e+00,1.400841e+00,1.498051e+00,0
32,2.827979e+00,1,0,0,0,150,1.584893e-01,0,35,1.151052e+00,1.303429e+00,1.400672e+00,1.497868e+00,0
32,6.531038e-01,0,0,1,1,150,1.584893e-01,0,50,1.150594e+00,1.303348e+00,1.400568e+00,1.497782e+00,0
32,2.033427e-01,0,0,1,0,150,1.584893e-01,0,50,1.150691e+00,1.303422e+00,1.400648e+00,1.497869e+00,0
32,1.117358e+00,1,0,0,0,150,1.584893e-01,0,50,1.150856e+00,1.303612e+00,1.400841e+00,1.498056e+00,0
32,1.674303e+00,0,1,0,1,150,1.584893e-01,0,45,1.150860e+00,1.303591e+00,1.400818e+00,1.498052e+00,0
32,1.772244e+00,0,1,0,1,150,1.584893e-01,0,40,1.150753e+00,1.303509e+00,1.400735e+00,1.497961e+00,0
32,2.652368e+00,1,0,0,1,150,1.584893e-01,0,55,1.150763e+00,1.303533e+00,1.400751e+00,1.497967e+00,0
32,7.467989e-01,0,1,0,0,150,1.584893e-01,0,55,1.151215e+00,1.303570e+00,1.400785e+00,1.497973e+00,0
32,8.150986e-01,1,0,0,1,150,1.584893e-01,0,35,1.150697e+00,1.303454e+00,1.400691e+00,1.497964e+00,0
32,2.589801e+00,0,1,0,1,150,1.584893e-01,0,35,1.150630e+00,1.303415e+00,1.400564e+00,1.497780e+00,0
32,2.154689e+00,0,0,1,1,150,1.584893e-01,0,55,1.150757e+00,1.303517e+00,1.400745e+00,1.497962e+00,0
32,1.997323e+00,1,0,0,0,150,1.584893e-01,0,35,1.150763e+00,1.303530e+00,1.400695e+00,1.497950e+00,0
32,4.111496e+00,1,1,1,1,150,1.584893e-01,0,35,1.150725e+00,1.303439e+00,1.400677e+00,1.497905e+00,0
32,1.835543e+00,1,0,0,1,150,1.584893e-01,0,40,1.150777e+00,1.303539e+00,1.400770e+00,1.497966e+00,0
32,1.998033e+00,0,1,0,0,150,6.309573e-02,0,55,1.150743e+00,1.303480e+00,1.400716e+00,1.497927e+00,0
