Subject,RT,Choice,Accuracy,Target,Prime,PrimeDuration,Contrast,Block,Angle,FixTime,PrimeTime,TargetTime,MaskTime,BlockType
24,4.995500e+00,2,0,1,1,150,1,0,45,1.150013e+00,1.302749e+00,1.399976e+00,1.497184e+00,0
24,1.278981e+00,0,1,0,1,150,1,0,50,1.148690e+00,1.301438e+00,1.398642e+00,1.495855e+00,0
24,1.932568e+00,1,0,0,1,150,1,0,55,1.150722e+00,1.303475e+00,1.400693e+00,1.497911e+00,0
24,7.173075e-01,0,0,1,1,150,1,0,35,1.150667e+00,1.303415e+00,1.400630e+00,1.497850e+00,0
24,2.909441e+00,1,1,1,1,150,1,0,55,1.150544e+00,1.303293e+00,1.400514e+00,1.497728e+00,0
24,1.250938e+00,0,1,0,0,150,1,0,45,1.150601e+00,1.303349e+00,1.400567e+00,1.497782e+00,0
24,1.644265e+00,0,1,0,1,150,1,0,45,1.150684e+00,1.303433e+00,1.400656e+00,1.497867e+00,0
24,8.564797e-01,1,1,1,0,150,1,0,50,1.150713e+00,1.303457e+00,1.400679e+00,1.497893e+00,0
24,2.429421e+00,0,0,1,1,150,1,0,40,1.150683e+00,1.303420e+00,1.400642e+00,1.497855e+00,0
24,7.776436e-01,0,1,0,0,150,1,0,55,1.150774e+00,1.303520e+00,1.400744e+00,1.497959e+00,0
24,4.415461e-01,1,1,1,1,150,1,0,50,1.150719e+00,1.303470e+00,1.400692e+00,1.497915e+00,0
24,1.159315e+00,0,0,1,1,150,1,0,50,1.150736e+00,1.303468e+00,1.400694e+00,1.497906e+00,0
24,5.537955e-01,1,0,0,0,150,1,0,50,1.150752e+00,1.303512e+00,1.400725e+00,1.497941e+00,0
24,5.127082e-01,0,0,1,0,150,1,0,45,1.150624e+00,1.303376e+00,1.400596e+00,1.497810e+00,0
24,1.432618e+00,1,0,0,0,150,1,0,40,1.150730e+00,1.303482e+00,1.400701e+00,1.497920e+00,0
24,4.054026e-01,0,1,0,1,150,1,0,45,1.150713e+00,1.303463e+00,1.400686e+00,1.497898e+00,0
24,7.898758e-01,1,1,1,1,150,3.981072e-01,0,50,1.150703e+00,1.303454e+00,1.400674e+00,1.497879e+00,0
24,5.042243e-01,0,0,1,0,150,3.981072e-01,0,40,1.150737e+00,1.303475e+00,1.400697e+00,1.497914e+00,0
24,3.274715e-01,1,1,1,1,150,3.981072e-01,0,50,1.150710e+00,1.303460e+00,1.400685e+00,1.497895e+00,0
24,8.362632e-01,1,1,1,0,150,3.981072e-01,0,50,1.150745e+00,1.303495e+00,1.400717e+00,1.497929e+00,0
24,5.903562e-01,0,0,1,1,150,3.981072e-01,0,35,1.150680e+00,1.303427e+00,1.400646e+00,1.497864e+00,0
24,4.421984e-01,1,0,0,1,150,3.981072e-01,0,55,1.150799e+00,1.303549e+00,1.400774e+00,1.497986e+00,0
24,3.200250e-01,0,0,1,0,150,3.981072e-01,0,50,1.150773e+00,1.303523e+00,1.400746e+00,1.497959e+00,0
24,1.962307e-02,1,1,1,0,150,3.981072e-01,0,55,1.150672e+00,1.303423e+00,1.400644e+00,1.497860e+00,0
24,1.447892e-01,1,0,0,1,150,3.981072e-01,0,50,1.150650e+00,1.303421e+00,1.400626e+00,1.497836e+00,0
24,1.097299e+00,0,1,0,0,150,3.981072e-01,0,50,1.150646e+00,1.303400e+00,1.400620e+00,1.497854e+00,0
24,2.099367e+00,1,0,0,1,150,3.981072e-01,0,50,1.150744e+00,1.303493e+00,1.400713e+00,1.497929e+00,0
24,4.052571e-01,0,1,0,1,150,3.981072e-01,0,40,1.150740e+00,1.303510e+00,1.400711e+00,1.497926e+00,0
24,3.085469e+00,1,0,0,1,150,3.981072e-01,0,50,1.150629e+00,1.303380e+00,1.400602e+00,1.497816e+00,0
24,1.078599e+00,0,1,0,0,150,3.981072e-01,0,55,1.150743e+00,1.303495e+00,1.400716e+00,1.497920e+00,0
24,1.788630e+00,0,0,1,1,150,3.981072e-01,0,40,1.150716e+00,1.303477e+00,1.400690e+00,1.497903e+00,0
24,1.110016e-01,1,0,0,1,150,3.981072e-01,0,35,1.150678e+00,1.303430e+00,1.400655e+00,1.497867e+00,0
24,8.235647e-02,0,1,0,0,150,1.584893e-01,0,55,1.150681e+00,1.303431e+00,1.400652e+00,1.497866e+00,0
24,7.941176e-01,1,1,1,0,150,1.584893e-01,0,40,1.150833e+00,1.303583e+00,1.400805e+00,1.498018e+00,0
24,7.498322e-01,1,1,1,1,150,1.584893e-01,0,35,1.150697e+00,1.303445e+00,1.400664e+00,1.497879e+00,0
24,3.709947e-01,0,0,1,0,150,1.584893e-01,0,55,1.150624e+00,1.303371e+00,1.400591e+00,1.497808e+00,0
24,1.018455e-01,1,0,0,0,150,1.584893e-01,0,55,1.150809e+00,1.303546e+00,1.400772e+00,1.497983e+00,0
24,7.519110e-01,1,0,0,1,150,1.584893e-01,0,40,1.150636e+00,1.303387e+00,1.400609e+00,1.497822e+00,0
24,1.192277e-04,0,0,1,1,150,1.584893e-01,0,55,1.150758e+00,1.303507e+00,1.400725e+00,1.497940e+00,0
24,1.222461e-04,1,1,1,0,150,1.584893e-01,0,45,1.150706e+00,1.303451e+00,1.400684e+00,1.497894e+00,0
24,1.441466e+00,1,1,1,0,150,1.584893e-01,0,55,1.150741e+00,1.303494e+00,1.400715e+00,1.497946e+00,0
24,1.990901e-01,1,0,0,0,150,1.584893e-01,0,45,1.150646e+00,1.303410e+00,1.400620e+00,1.497839e+00,0
24,3.925106e-01,0,0,1,0,150,1.584893e-01,0,40,1.150741e+00,1.303462e+00,1.400684e+00,1.497894e+00,0
24,5.981806e-01,1,0,0,0,150,1.584893e-01,0,50,1.150702e+00,1.303454e+00,1.400678e+00,1.497889e+00,0
24,5.241930e-01,1,1,1,1,150,1.584893e-01,0,35,1.150780e+00,1.303529e+00,1.400750e+00,1.497966e+00,0
24,1.184710e-01,0,0,1,1,150,1.584893e-01,0,55,1.150645e+00,1.303393e+00,1.400616e+00,1.497831e+00,0
24,6.038525e-01,0,1,0,0,150,1.584893e-01,0,50,1.150746e+00,1.303455e+00,1.400675e+00,1.497889e+00,0
24,4.419264e-01,1,1,1,1,150,1.584893e-01,0,35,1.150632e+00,1.303383e+00,1.400604e+00,1.497822e+00,0
24,2.638229e-01,0,0,1,1,150,6.309573e-02,0,45,1.150771e+00,1.303519e+00,1.400742e+00,1.497952e+00,0
24,1.391276e-01,1,1,1,0,150,6.309573e-02,0,55,1.150485e+00,1.303213e+00,1.400463e+00,1.497648e+00,0
24,1.151281e-01,0,0,1,0,150,6.309573e-02,0,35,1.150690e+00,1.303442e+00,1.400663e+00,1.497867e+00,0
24,1.754157e-01,1,1,1,0,150,6.309573e-02,0,50,1.150606e+00,1.303363e+00,1.400568e+00,1.497789e+00,0
24,2.612612e+00,1,1,1,1,150,6.309573e-02,0,55,1.150711e+00,1.303462e+00,1.400685e+00,1.497898e+00,0
24,1.949087e+00,0,0,1,0,150,6.309573e-02,0,35,1.150628e+00,1.303368e+00,1.400566e+00,1.497803e+00,0
24,2.319248e-01,1,0,0,0,150,6.309573e-02,0,45,1.150708e+00,1.303443e+00,1.400676e+00,1.497879e+00,0
24,6.219217e-01,0,0,1,0,150,6.309573e-02,0,55,1.150616e+00,1.303363e+00,1.400574e+00,1.497817e+00,0
24,1.198314e-04,1,1,1,0,150,6.309573e-02,0,40,1.150719e+00,1.303468e+00,1.400686e+00,1.497903e+00,0
24,5.610696e-01,1,1,1,1,150,6.309573e-02,0,45,1.150667e+00,1.303436e+00,1.400634e+00,1.497854e+00,0
24,1.129059e-01,0,0,1,1,150,6.309573e-02,0,50,1.150641e+00,1.303389e+00,1.400610e+00,1.497826e+00,0
24,1.888591e-01,1,1,1,1,150,6.309573e-02,0,40,1.150759e+00,1.303509e+00,1.400727e+00,1.497944e+00,0
24,3.008432e-01,1,1,1,1,150,6.309573e-02,0,35,1.150643e+00,1.303400e+00,1.400618e+00,1.497826e+00,0
24,5.494732e-01,1,0,0,1,150,6.309573e-02,0,55,1.150710e+00,1.303462e+00,1.400686e+00,1.497887e+00,0
24,2.837795e-01,0,0,1,1,150,6.309573e-02,0,40,1.150828e+00,1.303576e+00,1.400794e+00,1.498011e+00,0
24,1.217357e-01,1,0,0,0,150,6.309573e-02,0,35,1.150635e+00,1.303405e+00,1.400599e+00,1.497821e+00,0
24,2.206382e+00,0,1,0,0,150,2.511886e-02,0,35,1.150748e+00,1.303488e+00,1.400710e+00,1.497933e+00,0
24,1.216150e+00,1,1,1,0,150,2.511886e-02,0,35,1.150726e+00,1.303476e+00,1.400695e+00,1.497931e+00,0
24,1.076148e+00,1,0,0,0,150,2.511886e-02,0,55,1.150746e+00,1.303497e+00,1.400723e+00,1.497932e+00,0
24,8.421208e-01,0,0,1,1,150,2.511886e-02,0,35,1.150658e+00,1.303407e+00,1.400630e+00,1.497844e+00,0
24,4.849082e-01,1,0,0,0,150,2.511886e-02,0,55,1.150683e+00,1.303435e+00,1.400654e+00,1.497872e+00,0
