Subject,Trial,Block,Block_type,Foil_contrast,Target_contrast,Target_to_foil_contrast,Max_illuminance,Angle,Fixation_time,Placeholder_time,Prime_time,Target_time,Mask_time,Feedback_time,Prime_duration,Prime_rotation,Prime_type,Target_rotation,Correct_answer,Choice_rotation,Choice_display,RT,Choice,Accuracy,Choice_label,Prime_rotation_label,Target_rotation_label,Choice_rotation_label,Prime_type_label,Correct_answer_label,Onscreen_choices_labels,Block_type_label,Experiment
1,1,1,-2,5.000000e-02,2.500000e-01,5,76,35,1.806473e-02,3.997200e-01,1.000429e-01,2.833245e-01,8.149887e-06,4.000000e-01,100,2,1,1,1,2,3,1.854683e+00,1,1,Right,Vertical,Right,Vertical,Neither,Right,None,Guided practice,C
1,1,1,-2,5.000000e-02,2.500000e-01,5,76,40,1.463332e-02,4.000680e-01,1.000112e-01,2.833462e-01,7.244293e-06,4.000000e-01,100,2,1,0,0,2,3,1.407509e+00,0,1,Left,Vertical,Left,Vertical,Neither,Left,None,Guided practice,C
1,1,1,-2,5.000000e-02,2.500000e-01,5,76,40,1.784559e-02,4.000382e-01,1.000471e-01,2.833516e-01,7.546158e-06,4.000000e-01,100,2,1,0,0,2,3,9.421954e-01,0,1,Left,Vertical,Left,Vertical,Neither,Left,None,Guided practice,C
1,1,1,-2,5.000000e-02,2.500000e-01,5,76,40,1.827271e-02,4.000680e-01,9.999671e-02,2.833679e-01,7.848139e-06,4.000000e-01,100,2,1,1,1,2,3,7.921507e-01,0,0,Left,Vertical,Right,Vertical,Neither,Right,None,Guided practice,C
1,1,1,-2,5.000000e-02,2.500000e-01,5,76,55,1.858180e-02,4.000442e-01,1.000203e-01,2.833154e-01,8.149887e-06,4.000000e-01,100,2,1,1,1,2,3,8.421896e-01,1,1,Right,Vertical,Right,Vertical,Neither,Right,None,Guided practice,C
1,1,2,-1,5.000000e-02,2.500000e-01,5,76,45,3.190256e-01,2.997115e-01,1.000206e-01,8.332682e-02,7.546274e-06,4.000000e-01,100,2,1,1,1,2,3,8.255052e-01,1,1,Right,Vertical,Right,Vertical,Neither,Right,None,Exclusion practice,C
1,1,2,-1,5.000000e-02,2.500000e-01,5,76,45,3.184732e-01,3.000306e-01,1.000311e-01,8.327218e-02,7.546274e-06,4.000000e-01,100,2,1,0,0,2,3,6.672110e-01,0,1,Left,Vertical,Left,Vertical,Neither,Left,None,Exclusion practice,C
1,1,2,-1,5.000000e-02,2.500000e-01,5,76,35,3.186700e-01,3.000728e-01,9.995143e-02,8.333557e-02,7.244409e-06,4.000000e-01,100,2,1,1,1,2,3,6.921171e-01,1,1,Right,Vertical,Right,Vertical,Neither,Right,None,Exclusion practice,C
1,1,2,-1,5.000000e-02,2.500000e-01,5,76,40,3.189260e-01,2.999346e-01,9.997437e-02,8.334795e-02,8.149887e-06,4.000000e-01,100,2,1,1,1,2,3,1.067192e+00,1,1,Right,Vertical,Right,Vertical,Neither,Right,None,Exclusion practice,C
1,1,2,-1,5.000000e-02,2.500000e-01,5,76,40,3.185484e-01,2.999980e-01,1.000046e-01,8.333889e-02,7.546158e-06,4.000000e-01,100,2,1,0,0,2,3,7.254856e-01,0,1,Left,Vertical,Left,Vertical,Neither,Left,None,Exclusion practice,C
