RT,Choice,Accuracy,Target,PrimeType,PrimeDuration,FoilContrast,TargetContrast,PP,Angle
2.230097e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,35
4.779875e-01,1,1,1,0,50,5.000000e-02,6.250000e-02,76,45
5.941981e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,45
5.080086e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,40
3.033095e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,50
4.038998e-01,0,0,1,0,50,5.000000e-02,5.000000e-02,76,40
3.719064e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,50
4.667315e-01,0,0,1,0,400,5.000000e-02,5.000000e-02,76,45
3.524982e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,50
3.111325e-01,1,1,1,0,400,5.000000e-02,5.000000e-02,76,50
3.596391e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,45
3.572127e-01,1,1,1,0,50,2.000000e-01,2.000000e-01,76,45
3.797940e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,45
3.127592e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,50
2.942968e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,45
1.800353e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,40
3.586231e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,40
2.572280e-01,1,1,1,0,50,5.000000e-02,5.625000e-02,76,50
2.502397e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,50
3.818749e-01,1,0,0,0,400,5.000000e-02,6.250000e-02,76,55
4.016522e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,40
3.778094e-01,0,0,1,0,50,5.000000e-02,5.625000e-02,76,55
3.608938e-01,0,0,1,0,50,5.000000e-02,5.000000e-02,76,40
2.388793e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,40
4.118921e-01,1,1,1,0,50,5.000000e-02,5.000000e-02,76,55
3.095528e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,40
5.517048e-01,0,0,1,0,400,2.000000e-01,2.000000e-01,76,50
3.679462e-01,1,1,1,0,50,5.000000e-02,5.000000e-02,76,55
4.014978e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,45
5.352891e-01,0,1,0,0,400,5.000000e-02,5.000000e-02,76,45
4.379381e-01,0,0,1,0,400,5.000000e-02,5.625000e-02,76,50
6.499842e-01,1,1,1,0,50,5.000000e-02,5.625000e-02,76,55
3.720074e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,55
3.761733e-01,1,1,1,0,50,2.000000e-01,2.000000e-01,76,45
3.172484e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,35
2.783827e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,45
2.727329e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,55
3.131394e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,35
4.305700e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,50
1.749324e-01,0,0,1,0,50,5.000000e-02,5.625000e-02,76,40
2.372698e-01,1,0,0,0,400,5.000000e-02,6.250000e-02,76,40
6.993486e-01,1,0,0,0,400,5.000000e-02,5.625000e-02,76,55
2.868942e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,35
3.435052e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,35
2.958970e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,40
4.038690e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,55
3.850543e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,35
2.563419e-01,1,1,1,0,400,5.000000e-02,6.875000e-02,76,50
2.767440e-01,1,0,0,0,50,2.000000e-01,2.000000e-01,76,40
3.527560e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,55
3.221123e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,35
4.665211e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,40
2.129677e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,50
2.527836e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,55
3.576596e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,40
4.120033e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,35
2.178773e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,55
4.344469e-01,0,1,0,0,400,5.000000e-02,5.625000e-02,76,55
3.644260e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,50
9.837562e-02,1,1,1,0,400,5.000000e-02,7.500000e-02,76,40
2.991491e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,40
3.747159e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,35
2.064780e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,45
3.395205e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,40
3.753206e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,35
3.001485e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,45
2.646353e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,50
1.709491e-01,1,0,0,0,50,5.000000e-02,6.250000e-02,76,40
2.866320e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,50
2.253873e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,35
2.913945e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,55
2.920270e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,45
1.364130e-04,0,1,0,0,400,2.000000e-01,4.000000e-01,76,50
1.734883e-02,0,1,0,0,50,5.000000e-02,5.625000e-02,76,45
1.243261e+00,0,1,0,0,400,5.000000e-02,7.500000e-02,76,35
2.733256e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,45
3.574646e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,50
1.643538e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,55
3.255512e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,55
5.011995e-01,1,1,1,0,400,2.000000e-01,2.000000e-01,76,45
4.128304e-01,1,0,0,0,400,5.000000e-02,6.875000e-02,76,50
2.885927e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,40
2.424740e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,55
2.138101e-01,1,1,1,0,50,5.000000e-02,5.000000e-02,76,55
4.073358e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,50
4.457777e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,40
3.485191e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,50
4.206581e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,35
3.864718e-01,0,1,0,0,400,2.000000e-01,2.000000e-01,76,55
2.538219e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,50
3.126771e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,40
2.590022e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,40
4.129291e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,50
3.607655e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,45
3.536297e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,40
2.308737e-01,1,0,0,0,400,2.000000e-01,2.500000e-01,76,40
2.811742e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,45
2.567276e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,40
4.945687e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,45
3.645534e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,45
4.502332e-01,0,1,0,0,50,2.000000e-01,2.000000e-01,76,35
1.754041e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,55
3.136209e-01,0,1,0,0,400,5.000000e-02,6.250000e-02,76,45
2.145025e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,55
2.665532e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,35
3.582981e-01,1,0,0,0,400,5.000000e-02,6.250000e-02,76,50
3.805257e-01,0,0,1,0,400,5.000000e-02,6.875000e-02,76,45
4.107157e-01,0,0,1,0,50,2.000000e-01,2.000000e-01,76,35
2.505647e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,45
2.313108e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,50
1.971558e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,45
2.804135e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,40
4.697629e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,45
3.053963e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,50
3.115272e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,50
4.517983e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,55
4.110963e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,35
3.344382e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,35
2.589256e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,50
2.479177e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,35
2.435465e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,50
2.221912e-01,0,1,0,0,50,5.000000e-02,5.000000e-02,76,40
2.283099e+00,1,0,0,0,400,2.000000e-01,2.000000e-01,76,45
