RT,Choice,Accuracy,Target,PrimeType,PrimeDuration,FoilContrast,TargetContrast,PP,Angle
2.781466e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,55
4.384486e-01,0,0,1,0,400,5.000000e-02,6.875000e-02,76,45
2.886851e-01,0,1,0,0,50,5.000000e-02,5.000000e-02,76,45
2.509466e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,40
3.221794e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,40
2.517141e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,55
3.624332e-01,1,1,1,0,50,2.000000e-01,2.000000e-01,76,55
2.103429e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,35
4.130844e-01,0,0,1,0,50,5.000000e-02,5.625000e-02,76,50
4.341048e-01,0,1,0,0,400,5.000000e-02,5.625000e-02,76,50
3.850423e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,45
3.536921e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,35
3.271232e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,50
5.693432e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,40
3.870735e-01,0,1,0,0,400,5.000000e-02,6.250000e-02,76,40
3.602207e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,50
3.780168e-01,1,0,0,0,50,2.000000e-01,2.250000e-01,76,50
4.344768e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,50
2.544587e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,35
3.065090e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,50
2.543492e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,50
3.706005e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,45
2.352325e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,40
2.018297e-01,1,0,0,0,400,2.000000e-01,2.000000e-01,76,50
3.303214e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,55
2.169220e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,50
2.752067e-01,1,1,1,0,400,5.000000e-02,5.625000e-02,76,40
2.280061e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,55
3.600676e-01,1,0,0,0,50,5.000000e-02,5.000000e-02,76,35
2.364453e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,45
4.738198e-01,0,0,1,0,50,5.000000e-02,6.875000e-02,76,40
3.309333e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,40
3.683627e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,45
3.069640e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,50
2.365907e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,45
2.824456e-01,0,1,0,0,50,5.000000e-02,5.000000e-02,76,55
2.636437e-01,0,1,0,0,50,5.000000e-02,5.000000e-02,76,35
1.885519e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,35
2.098610e-01,0,0,1,0,400,2.000000e-01,2.000000e-01,76,40
4.265875e-01,1,0,0,0,400,5.000000e-02,6.250000e-02,76,45
3.132424e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,55
2.891114e-01,1,1,1,0,50,5.000000e-02,5.625000e-02,76,50
1.834935e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,35
2.483196e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,55
2.708342e-01,0,1,0,0,50,5.000000e-02,5.000000e-02,76,50
1.223129e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,45
1.633446e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,55
2.113085e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,55
2.298774e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,45
1.776166e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,35
2.850562e-02,1,1,1,0,400,5.000000e-02,6.875000e-02,76,35
1.624585e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,35
1.239528e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,45
2.136002e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,40
2.670865e-01,1,0,0,0,400,5.000000e-02,6.250000e-02,76,55
2.607965e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,55
2.284273e-01,1,0,0,0,400,2.000000e-01,2.000000e-01,76,50
2.433981e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,50
2.286693e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,45
2.761975e-01,1,1,1,0,400,5.000000e-02,5.625000e-02,76,50
3.861862e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,50
2.950122e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,35
2.676078e-01,1,0,0,0,50,5.000000e-02,5.000000e-02,76,45
2.657968e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,40
2.597386e-01,1,0,0,0,50,2.000000e-01,2.000000e-01,76,45
3.028207e-01,1,1,1,0,50,5.000000e-02,5.625000e-02,76,40
3.389407e-01,1,0,0,0,50,2.000000e-01,2.250000e-01,76,55
3.017234e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,40
3.943710e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,50
3.713167e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,50
4.151990e-01,0,1,0,0,400,5.000000e-02,5.625000e-02,76,35
3.413730e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,35
3.620240e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,50
3.045757e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,55
3.255358e-01,1,0,0,0,400,5.000000e-02,5.625000e-02,76,55
3.494500e-01,1,0,0,0,50,5.000000e-02,6.250000e-02,76,40
3.208251e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,35
3.155820e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,50
2.423897e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,55
3.412379e-01,1,1,1,0,50,5.000000e-02,5.625000e-02,76,35
2.868309e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,40
3.924103e-01,0,1,0,0,400,5.000000e-02,5.625000e-02,76,35
4.823219e-01,0,1,0,0,50,5.000000e-02,5.000000e-02,76,45
3.023679e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,50
2.658900e-01,0,1,0,0,50,2.000000e-01,2.000000e-01,76,55
3.715507e-01,0,0,1,0,400,5.000000e-02,5.000000e-02,76,50
2.998171e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,35
3.194007e-01,0,1,0,0,400,5.000000e-02,5.625000e-02,76,45
2.767141e-01,1,1,1,0,400,5.000000e-02,6.875000e-02,76,40
2.749420e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,55
4.327898e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,50
2.011177e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,45
2.450834e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,40
2.889617e-01,0,0,1,0,400,5.000000e-02,5.625000e-02,76,40
2.201544e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,55
4.041777e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,35
2.037250e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,50
3.608476e-01,1,1,1,0,400,2.000000e-01,2.000000e-01,76,45
2.773850e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,40
2.810618e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,35
2.549278e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,50
4.847628e-01,0,0,1,0,50,2.000000e-01,2.000000e-01,76,40
4.240338e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,55
5.426195e-01,1,1,1,0,50,2.000000e-01,2.000000e-01,76,45
3.477776e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,40
3.231766e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,40
2.688090e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,45
3.286473e-01,0,0,1,0,50,5.000000e-02,6.250000e-02,76,35
2.765302e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,40
4.069047e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,45
3.549284e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,40
2.926282e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,40
2.565040e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,35
3.703469e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,55
4.299354e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,40
1.949167e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,40
2.628585e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,40
2.533113e-01,0,0,1,0,400,5.000000e-02,5.000000e-02,76,45
2.424727e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,45
2.686892e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,35
2.589868e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,35
2.161351e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,45
1.394389e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,50
3.385023e-01,0,0,1,0,400,5.000000e-02,5.000000e-02,76,35
1.841837e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,45
3.149974e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,35
3.145069e-01,1,0,0,0,400,2.000000e-01,2.250000e-01,76,40
7.730617e-01,1,1,1,0,400,2.000000e-01,2.000000e-01,76,55
3.741079e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,55
2.678836e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,45
2.848150e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,50
2.841261e-01,1,1,1,0,400,5.000000e-02,5.625000e-02,76,40
2.047876e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,55
4.596769e-01,1,0,0,0,50,2.000000e-01,2.250000e-01,76,55
3.322757e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,55
3.429518e-01,0,1,0,0,400,5.000000e-02,6.250000e-02,76,50
2.818781e-01,0,0,1,0,400,5.000000e-02,5.625000e-02,76,35
4.133255e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,40
4.073058e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,55
3.287003e-01,1,1,1,0,400,5.000000e-02,5.625000e-02,76,45
9.322408e-01,0,0,1,0,50,5.000000e-02,1.000000e-01,76,35
3.478357e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,50
3.102614e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,50
2.561824e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,40
3.382659e-01,0,1,0,0,400,2.000000e-01,2.000000e-01,76,55
4.562212e-01,0,0,1,0,50,5.000000e-02,5.000000e-02,76,40
4.516773e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,55
2.894368e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,55
2.902224e-01,0,1,0,0,50,5.000000e-02,5.625000e-02,76,40
2.312680e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,40
2.624352e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,45
2.484197e-01,1,1,1,0,400,5.000000e-02,5.625000e-02,76,55
2.015757e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,55
1.926486e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,50
2.850267e-01,0,1,0,0,400,2.000000e-01,2.000000e-01,76,50
2.300950e-01,1,1,1,0,400,5.000000e-02,6.875000e-02,76,40
2.677647e-01,1,1,1,0,50,2.000000e-01,2.000000e-01,76,35
2.257850e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,40
3.873643e-01,1,0,0,0,400,2.000000e-01,2.000000e-01,76,55
2.368960e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,45
2.426925e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,35
4.335438e-01,0,0,1,0,50,5.000000e-02,6.250000e-02,76,40
3.559277e-01,0,1,0,0,50,5.000000e-02,5.625000e-02,76,55
3.836551e-01,0,1,0,0,50,5.000000e-02,5.000000e-02,76,45
5.452447e-01,0,1,0,0,400,2.000000e-01,2.000000e-01,76,40
2.643112e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,45
2.149750e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,35
3.903273e-01,1,0,0,0,400,2.000000e-01,2.000000e-01,76,50
3.348239e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,35
1.793455e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,35
5.431121e-02,1,1,1,0,400,5.000000e-02,1.000000e-01,76,50
4.407454e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,40
4.262921e-01,1,1,1,0,50,5.000000e-02,6.250000e-02,76,35
7.506660e-01,1,1,1,0,50,5.000000e-02,6.250000e-02,76,40
3.728181e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,55
3.166810e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,55
3.902260e-01,0,1,0,0,50,5.000000e-02,5.625000e-02,76,45
3.971296e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,50
3.487624e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,50
2.713927e-01,1,1,1,0,50,5.000000e-02,6.250000e-02,76,50
2.508478e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,35
3.428641e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,55
3.153519e-01,0,1,0,0,50,2.000000e-01,2.000000e-01,76,45
3.061288e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,50
3.148610e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,40
4.254659e-01,1,0,0,0,400,2.000000e-01,2.250000e-01,76,50
4.846567e-01,0,0,1,0,400,5.000000e-02,5.000000e-02,76,45
2.166449e-01,0,1,0,0,400,5.000000e-02,6.250000e-02,76,55
3.278553e-01,1,0,0,0,400,2.000000e-01,2.000000e-01,76,55
2.801667e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,40
4.383336e-01,1,1,1,0,50,2.000000e-01,2.000000e-01,76,50
2.725712e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,55
2.197914e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,45
2.562444e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,40
1.732625e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,55
3.043033e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,50
2.646862e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,50
2.966826e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,40
2.597386e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,55
2.898084e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,40
2.759315e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,40
2.975160e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,40
2.718190e-01,1,1,1,0,400,5.000000e-02,5.625000e-02,76,55
2.087616e-01,1,1,1,0,400,2.000000e-01,2.000000e-01,76,40
3.103350e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,45
2.175194e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,35
2.002792e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,40
4.338713e-01,1,0,0,0,400,2.000000e-01,2.000000e-01,76,35
1.722435e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,35
2.463987e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,50
2.434006e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,55
1.381881e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,35
6.692150e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,50
2.393083e-01,1,0,0,0,400,5.000000e-02,5.625000e-02,76,40
3.449274e-01,0,1,0,0,400,2.000000e-01,2.000000e-01,76,35
2.692781e-01,1,0,0,0,50,2.000000e-01,2.000000e-01,76,35
2.875698e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,55
2.822189e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,40
3.226425e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,40
3.838454e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,35
3.669609e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,50
4.625078e-01,1,1,1,0,400,5.000000e-02,6.875000e-02,76,55
2.878807e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,40
8.236423e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,35
2.568307e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,40
3.117662e-01,1,0,0,0,50,5.000000e-02,5.625000e-02,76,35
3.100771e-01,0,1,0,0,50,5.000000e-02,5.000000e-02,76,40
3.681288e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,45
3.101947e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,45
2.125238e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,35
2.860787e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,40
3.389394e-01,1,1,1,0,400,5.000000e-02,5.000000e-02,76,50
3.067733e-01,0,0,1,0,50,5.000000e-02,5.000000e-02,76,55
3.159074e-01,1,0,0,0,50,5.000000e-02,5.000000e-02,76,50
3.945634e-01,1,1,1,0,400,5.000000e-02,5.000000e-02,76,55
3.470091e-01,0,1,0,0,400,5.000000e-02,6.250000e-02,76,40
5.339750e-01,0,0,1,0,50,5.000000e-02,5.625000e-02,76,45
2.795809e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,55
3.107130e-01,0,1,0,0,400,2.000000e-01,2.000000e-01,76,35
3.773018e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,55
4.541892e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,35
3.086416e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,35
3.473461e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,40
3.784701e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,35
3.448513e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,35
3.214529e-01,0,0,1,0,50,5.000000e-02,5.000000e-02,76,35
3.333760e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,45
4.771155e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,45
3.192266e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,40
4.221552e-01,0,0,1,0,50,2.000000e-01,2.000000e-01,76,55
3.343227e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,50
3.340349e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,50
2.926590e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,45
2.652597e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,45
6.197681e-01,0,0,1,0,50,2.000000e-01,2.250000e-01,76,40
3.260165e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,55
2.063181e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,35
2.831550e-01,0,1,0,0,50,5.000000e-02,5.625000e-02,76,40
3.534394e-01,0,0,1,0,50,5.000000e-02,6.250000e-02,76,35
3.979318e-01,0,1,0,0,400,5.000000e-02,6.250000e-02,76,45
2.950627e-01,0,0,1,0,50,2.000000e-01,2.250000e-01,76,40
2.135429e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,35
2.974591e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,35
2.712965e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,40
1.798480e-01,1,1,1,0,50,2.000000e-01,2.750000e-01,76,50
2.740624e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,35
2.169228e-01,1,1,1,0,50,5.000000e-02,6.250000e-02,76,55
2.498510e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,40
2.674333e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,55
2.948643e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,45
1.877638e-01,1,1,1,0,50,5.000000e-02,5.000000e-02,76,35
3.071889e-01,0,0,1,0,50,5.000000e-02,5.000000e-02,76,55
2.290743e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,55
1.915834e-01,1,1,1,0,50,5.000000e-02,6.875000e-02,76,55
4.605668e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,45
1.527172e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,40
5.956820e-01,1,0,0,0,50,5.000000e-02,5.000000e-02,76,40
1.862910e-01,1,1,1,0,50,2.000000e-01,2.500000e-01,76,35
2.316631e-01,1,0,0,0,50,5.000000e-02,5.625000e-02,76,45
2.535491e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,55
2.754021e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,50
2.984350e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,45
2.821856e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,55
1.900028e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,45
3.200417e-01,0,1,0,0,50,2.000000e-01,2.000000e-01,76,55
2.851597e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,55
2.982750e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,35
3.966686e-01,1,0,0,0,50,2.000000e-01,2.250000e-01,76,45
2.990751e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,40
2.738481e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,45
3.004102e-01,0,1,0,0,50,5.000000e-02,5.625000e-02,76,45
2.626298e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,55
1.775576e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,35
1.740502e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,45
2.341549e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,55
2.007209e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,40
2.114240e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,55
2.450842e-01,0,1,0,0,400,5.000000e-02,6.250000e-02,76,40
2.114193e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,45
1.782440e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,45
1.575511e-01,1,1,1,0,400,2.000000e-01,2.750000e-01,76,40
2.718062e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,35
2.222951e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,40
1.514155e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,50
2.795236e-01,0,1,0,0,400,2.000000e-01,3.000000e-01,76,45
2.465129e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,40
2.552741e-01,1,0,0,0,50,5.000000e-02,5.000000e-02,76,35
1.610824e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,55
1.416258e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,45
1.037817e-01,0,1,0,0,400,5.000000e-02,6.250000e-02,76,35
1.359196e-01,1,1,1,0,50,2.000000e-01,2.000000e-01,76,55
2.339586e-01,1,1,1,0,400,5.000000e-02,1.000000e-01,76,50
2.028081e-01,0,1,0,0,50,2.000000e-01,2.000000e-01,76,55
1.374244e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,55
3.908790e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,40
2.803652e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,35
2.118931e-01,1,1,1,0,50,2.000000e-01,4.000000e-01,76,45
2.359843e-01,0,1,0,0,50,2.000000e-01,3.000000e-01,76,35
1.753789e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,50
2.286189e-01,1,1,1,0,50,5.000000e-02,6.250000e-02,76,55
2.679208e-01,1,1,1,0,50,5.000000e-02,6.250000e-02,76,35
5.992061e-01,0,1,0,0,400,5.000000e-02,5.000000e-02,76,35
2.376589e-01,1,0,0,0,50,5.000000e-02,5.625000e-02,76,50
3.157316e-01,0,1,0,0,50,5.000000e-02,6.875000e-02,76,45
3.148884e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,50
2.980852e-01,1,0,0,0,400,5.000000e-02,5.000000e-02,76,50
3.860605e-01,1,1,1,0,50,5.000000e-02,5.000000e-02,76,45
4.023980e-01,1,1,1,0,400,5.000000e-02,6.250000e-02,76,50
2.959590e-01,0,0,1,0,400,2.000000e-01,2.250000e-01,76,55
3.245365e-01,0,1,0,0,400,2.000000e-01,4.000000e-01,76,55
2.840902e-01,0,1,0,0,50,2.000000e-01,4.000000e-01,76,50
3.020839e-01,1,0,0,0,400,5.000000e-02,5.625000e-02,76,55
2.875664e-01,1,1,1,0,400,5.000000e-02,7.500000e-02,76,35
2.984829e-01,0,1,0,0,50,5.000000e-02,7.500000e-02,76,40
3.344788e-01,0,1,0,0,400,5.000000e-02,6.250000e-02,76,40
2.752131e-01,1,1,1,0,400,2.000000e-01,3.000000e-01,76,45
2.492754e-01,0,1,0,0,400,2.000000e-01,2.750000e-01,76,40
2.629453e-01,0,1,0,0,400,2.000000e-01,2.500000e-01,76,50
1.880217e-01,1,1,1,0,50,2.000000e-01,2.250000e-01,76,45
2.164798e-01,1,1,1,0,400,2.000000e-01,4.000000e-01,76,40
3.830624e-01,1,1,1,0,400,5.000000e-02,5.000000e-02,76,40
2.655876e-01,0,1,0,0,50,5.000000e-02,5.625000e-02,76,55
1.792408e-01,1,1,1,0,50,5.000000e-02,7.500000e-02,76,35
6.564782e-01,0,0,1,0,50,2.000000e-01,2.250000e-01,76,45
1.456985e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,40
6.159413e-01,0,1,0,0,50,2.000000e-01,2.250000e-01,76,55
2.941138e-01,0,1,0,0,50,5.000000e-02,1.000000e-01,76,40
2.159765e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,40
2.422110e-01,1,1,1,0,400,2.000000e-01,2.000000e-01,76,50
2.662287e-01,0,1,0,0,400,5.000000e-02,1.000000e-01,76,55
3.064021e-01,0,1,0,0,400,5.000000e-02,7.500000e-02,76,35
2.728748e-01,1,1,1,0,50,2.000000e-01,3.000000e-01,76,40
2.432698e-01,0,1,0,0,400,2.000000e-01,2.250000e-01,76,50
1.811215e-01,1,1,1,0,400,2.000000e-01,2.500000e-01,76,50
2.193552e-01,1,1,1,0,400,2.000000e-01,2.000000e-01,76,45
3.514620e-01,0,0,1,0,50,2.000000e-01,2.000000e-01,76,45
2.299608e-01,0,1,0,0,50,2.000000e-01,2.750000e-01,76,55
3.260178e-01,0,1,0,0,50,2.000000e-01,2.500000e-01,76,35
2.871597e-01,0,1,0,0,400,5.000000e-02,6.875000e-02,76,40
2.594905e-01,0,0,1,0,400,2.000000e-01,2.000000e-01,76,50
2.950473e-01,0,1,0,0,50,5.000000e-02,6.250000e-02,76,50
2.748586e-01,1,1,1,0,50,5.000000e-02,1.000000e-01,76,50
4.046695e-01,1,0,0,0,50,5.000000e-02,5.000000e-02,76,35
2.953975e-01,0,1,0,0,400,5.000000e-02,5.625000e-02,76,55
3.143996e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,35
1.903916e-01,1,1,1,0,400,2.000000e-01,2.250000e-01,76,50
3.258087e-01,1,0,0,0,50,2.000000e-01,2.250000e-01,76,45
